VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice,Occupation,Address,InjurySeverity,RelationshipToAccused,VictimProfileID,IsRepeatVictim
3589,3761,Aashi Madan,65,F,0,Retired,"H.No. 125
Gara, Tumakuru, Karnataka",Moderate,Known,,False
3590,112,Jagvi Singhal,68,F,0,Retired,"85, Wadhwa Marg, Dakshina Kannada, Karnataka",None,Known,,False
3591,3029,Imaran Devi,39,M,0,Government Employee,"69, Prasad Chowk, Chitradurga, Karnataka",Moderate,Stranger,VP00031,True
3592,3029,Peter Chandra,12,M,0,Student,"39/301
Palan Nagar, Bidar, Karnataka",Minor,Stranger,,False
3593,2329,Benjamin Radhakrishnan,28,M,0,Auto Driver,"179, Prashad Ganj, Kolar, Karnataka",Minor,Stranger,,False
3594,2329,Yahvi Bala,30,F,0,Farmer,"40/654
Dixit Path, Kolar, Karnataka",Minor,Known,,False
3595,2329,Harrison Pillay,25,M,0,Unemployed,"H.No. 765
Lal Nagar, Kolar, Karnataka",Minor,Stranger,,False
3596,4063,Hemangini Arora,14,F,0,Student,"56/22
Choudhry Chowk, Vijayanagara, Karnataka",Minor,Stranger,,False
3597,1080,Samesh Bal,85,M,0,Retired,"61/186, Bahri Circle, Kodagu, Karnataka",Minor,Known,,False
3598,2853,Amara Kannan,19,F,0,Domestic Worker,"H.No. 919
Aggarwal Road, Chamarajanagar, Karnataka",Fatal,Known,,False
3599,2397,Vivaan Bawa,52,M,0,Business Owner,"276, Wable Street, Belagavi, Karnataka",Moderate,Stranger,,False
3600,2397,Pooja Viswanathan,52,F,0,Self-Employed,"77
Chad Nagar, Belagavi, Karnataka",Minor,Stranger,,False
3601,4784,Vedika Desai,37,F,0,Domestic Worker,"21/19
Sane Path, Bidar, Karnataka",None,Known,,False
3602,4364,Michael Saraf,28,M,0,Self-Employed,"73, Pathak Path, Uttara Kannada, Karnataka",None,Known,,False
3603,1264,Daksh Ganesh,50,M,0,Government Employee,"H.No. 513, Rattan Path, Mandya, Karnataka",None,Known,,False
3604,2854,Veda Mandal,49,F,0,Business Owner,"H.No. 00, Parikh Chowk, Uttara Kannada, Karnataka",Minor,Known,,False
3605,2854,Simon Sibal,30,M,0,Daily Wage Labourer,"86/735
Dara Circle, Uttara Kannada, Karnataka",Minor,Stranger,,False
3606,1016,Daksh Suri,34,M,0,Self-Employed,"H.No. 87
Tata Road, Gadag, Karnataka",Moderate,Stranger,,False
3607,1016,Kashvi Prakash,42,F,0,Retired,"84/383
Raju Path, Chitradurga, Karnataka",Minor,Stranger,,False
3608,1016,Diya Goel,23,F,0,Auto Driver,"019
Bhatia Ganj, Gadag, Karnataka",Moderate,Stranger,,False
3609,1016,Lakshmi Sandhu,35,F,0,Government Employee,"671, Chakraborty, Gadag, Karnataka",Moderate,Stranger,,False
3610,2098,Girindra Kade,68,M,0,Retired,"031
Sridhar Ganj, Mysuru, Karnataka",None,Known,,False
3611,3023,Anusha Nagi,39,F,0,Shopkeeper,"28/75
Keer Ganj, Dakshina Kannada, Karnataka",None,Stranger,,False
3612,3376,Noah Gokhale,29,M,0,Business Owner,"20/294
Swaminathan Circle, Kolar, Karnataka",None,Stranger,,False
3613,133,Wriddhish Thaman,37,M,0,Unemployed,"H.No. 282, Hegde Marg, Dharwad, Karnataka",None,Stranger,,False
3614,3484,Qarin Das,63,M,0,Farmer,"922
Kant Street, Koppal, Karnataka",None,Known,,False
3615,1823,Thomas Sharma,51,M,0,Daily Wage Labourer,"H.No. 03
Malhotra, Vijayanagara, Karnataka",Minor,Known,,False
3616,2943,Ridhi Bhakta,16,F,0,Student,"H.No. 77
Brar Chowk, Vijayapura, Karnataka",Severe,Known,,False
3617,2943,Netra Jani,19,F,0,Daily Wage Labourer,"434, Jhaveri Path, Vijayapura, Karnataka",Minor,Stranger,,False
3618,2943,Krishna Thakkar,17,F,0,Student,"H.No. 575, Dhaliwal Nagar, Vijayapura, Karnataka",Moderate,Stranger,,False
3619,4228,Farhan Bedi,48,M,0,Government Employee,"03/69
Seshadri Path, Kalaburagi, Karnataka",None,Stranger,,False
3620,1189,Sathvik Grewal,82,M,0,Homemaker,"391
Wason Marg, Ramanagara, Karnataka",None,Known,,False
3621,1416,Victor Agrawal,42,M,0,Business Owner,"H.No. 06
Magar, Vijayapura, Karnataka",None,Stranger,,False
3622,2297,Madhavi Lata,90,F,0,Retired,"H.No. 104, Sur Street, Kalaburagi, Karnataka",Minor,Known,,False
3623,2297,Kalpit Hans,76,M,0,Homemaker,"H.No. 92
Agarwal Zila, Kalaburagi, Karnataka",Minor,Known,,False
3624,3396,Balendra Tiwari,33,M,0,Government Employee,"91/32
Korpal, Vijayapura, Karnataka",None,Stranger,,False
3625,4667,Udarsh Nagi,28,M,0,Business Owner,"48/11, Nair Zila, Davanagere, Karnataka",None,Stranger,,False
3626,2109,Anirudh Gulati,28,M,0,Private Employee,"56
Chanda Nagar, Chikballapur, Karnataka",Minor,Stranger,,False
3627,2215,Luke Edwin,57,M,0,Private Employee,"455
Saha Road, Davanagere, Karnataka",None,Known,,False
3628,4062,Aarav Gokhale,65,M,0,Retired,"546, Gara, Dharwad, Karnataka",Moderate,Known,,False
3629,1475,Jeet Mane,13,M,0,Student,"17, Merchant Ganj, Belagavi, Karnataka",Severe,Known,,False
3630,754,Manya Rajan,61,F,0,Farmer,"H.No. 954
Bawa Chowk, Bengaluru Rural, Karnataka",Moderate,Stranger,,False
3631,987,Turvi Bedi,30,F,0,Private Employee,"81/07, Parmar, Belagavi, Karnataka",Minor,Known,,False
3632,4083,Rohan Gupta,40,M,0,Retired,"141
Acharya Street, Tumakuru, Karnataka",Severe,Stranger,,False
3633,4269,Gayathri Manne,28,F,0,Unemployed,"56, Rajagopal Zila, Kodagu, Karnataka",None,Stranger,,False
3634,3741,Om Sarin,49,M,0,Government Employee,"18/541
Kamdar Ganj, Bengaluru Rural, Karnataka",Minor,Stranger,,False
3635,2971,Teerth Ramanathan,18,M,0,Private Employee,"02/859
Narasimhan Zila, Kalaburagi, Karnataka",Severe,Known,,False
3636,808,Odika Dada,53,F,1,Government Employee,"91/578
Bhargava Street, Chitradurga, Karnataka",None,Stranger,,False
3637,3977,Hema Modi,24,F,0,Domestic Worker,"191, Mandal Zila, Tumakuru, Karnataka",Moderate,Stranger,,False
3638,682,Krishna Thakur,54,M,0,Domestic Worker,"H.No. 14, Chad Nagar, Bengaluru Rural, Karnataka",Severe,Known,,False
3639,4019,Yashvi Pathak,38,F,0,Retired,"93/91
Ganguly Road, Dakshina Kannada, Karnataka",Minor,Known,,False
3640,3134,Oeshi Dube,43,F,0,Private Employee,"H.No. 201, Mittal Chowk, Bagalkot, Karnataka",Minor,Known,,False
3641,2002,Forum Behl,30,F,0,Unemployed,"46/988
Raman Circle, Dakshina Kannada, Karnataka",Fatal,Known,,False
3642,867,Rajata Mishra,28,F,0,Shopkeeper,"82/729, Kota Zila, Bengaluru Urban, Karnataka",None,Known,,False
3643,2325,Maya Dugal,42,F,0,Private Employee,"59
Saha Zila, Mysuru, Karnataka",Moderate,Stranger,VP00009,True
3644,2325,Laban Dasgupta,27,M,0,Auto Driver,"218
Chandran Nagar, Uttara Kannada, Karnataka",Minor,Stranger,,False
3645,2325,Girish Bhatia,51,M,0,Auto Driver,"315
Walla Marg, Uttara Kannada, Karnataka",Moderate,Stranger,,False
3646,3589,Kamya Mann,31,F,0,Retired,"40/22, Rana Road, Vijayanagara, Karnataka",Moderate,Known,,False
3647,2632,Ronith Sood,10,M,0,Student,"32/025, Kulkarni Ganj, Dakshina Kannada, Karnataka",Moderate,Stranger,,False
3648,2288,Jai Yadav,35,M,0,Business Owner,"07
Rajan Chowk, Belagavi, Karnataka",None,Stranger,,False
3649,2578,Nimrat Desai,30,F,0,Domestic Worker,"98/766, Mittal Chowk, Yadgir, Karnataka",Fatal,Known,,False
3650,1594,Yahvi Sur,38,F,0,Business Owner,"H.No. 075, Master Street, Shivamogga, Karnataka",None,Stranger,,False
3651,4139,Aishani Khosla,30,F,0,Business Owner,"05/109, Dhillon Chowk, Haveri, Karnataka",Severe,Known,,False
3652,2653,Vihaan Devan,82,M,0,Farmer,"H.No. 26
Mann Path, Mandya, Karnataka",Minor,Known,,False
3653,1330,Tejas Wali,21,M,0,Student,"27/63, Nagar, Kolar, Karnataka",None,Known,,False
3654,2399,Imaran Chauhan,37,M,0,Student,"93/63, Sharaf Street, Bidar, Karnataka",Fatal,Known,,False
3655,1587,Advaith Sridhar,8,M,0,Student,"H.No. 23, Shan Path, Dharwad, Karnataka",None,Stranger,,False
3656,4430,Chaaya Verma,65,F,0,Retired,"31/16
Grover, Bengaluru Urban, Karnataka",Minor,Stranger,,False
3657,1948,Girish Nagar,59,M,0,Farmer,"H.No. 70, Amble Path, Vijayapura, Karnataka",Fatal,Known,,False
3658,1097,Aarav Tandon,59,M,0,Retired,"H.No. 08
Mishra Circle, Yadgir, Karnataka",None,Known,,False
3659,4926,Ryan Hora,35,M,0,Self-Employed,"68
Sachdeva Marg, Bidar, Karnataka",Minor,Stranger,,False
3660,4926,Balendra Khanna,40,M,0,Farmer,"H.No. 95, Kurian Zila, Bidar, Karnataka",Moderate,Stranger,,False
3661,4926,Praneel Mall,14,M,0,Student,"595, Chaudhuri Path, Dharwad, Karnataka",Minor,Stranger,,False
3662,4262,Ijaya Banerjee,60,F,0,Homemaker,"15/41
Sachdev, Vijayapura, Karnataka",None,Stranger,,False
3663,3229,Peter Choudhary,53,M,0,Government Employee,"H.No. 967, Oommen Road, Bidar, Karnataka",None,Known,,False
3664,944,Ishwar Sanghvi,57,M,0,Farmer,"59, Nayak Nagar, Bagalkot, Karnataka",Fatal,Stranger,,False
3665,4210,Jeremiah Bhattacharyya,33,M,0,Self-Employed,"722
Lal Ganj, Kalaburagi, Karnataka",Fatal,Stranger,,False
3666,2903,Shaurya Sur,40,M,0,Private Employee,"H.No. 323
Choudhury Circle, Hassan, Karnataka",Minor,Stranger,,False
3667,1142,Banjeet Sastry,13,M,0,Student,"99/35, Savant Road, Bengaluru Urban, Karnataka",Severe,Known,,False
3668,1142,Ekaraj Dar,17,M,0,Student,"759, Konda Marg, Bengaluru Urban, Karnataka",Fatal,Known,,False
3669,4631,Ikbal Bobal,50,M,0,Retired,"H.No. 93, Cheema Ganj, Belagavi, Karnataka",None,Stranger,,False
3670,3370,Zayan Rau,66,M,0,Homemaker,"065, Lad, Chikkamagaluru, Karnataka",None,Stranger,,False
3671,1194,Amara Keer,32,F,0,Farmer,"03/64, Pradhan Circle, Mysuru, Karnataka",Severe,Stranger,,False
3672,4681,Anirudh Basu,38,M,0,Self-Employed,"H.No. 824, Krishnan Zila, Uttara Kannada, Karnataka",None,Known,,False
3673,201,Caleb Sem,44,M,0,Government Employee,"846, Samra Zila, Shivamogga, Karnataka",None,Known,,False
3674,3786,Udant Handa,64,M,0,Homemaker,"H.No. 499, Sridhar, Bengaluru Urban, Karnataka",None,Stranger,,False
3675,518,Jagrati Dave,17,F,0,Student,"H.No. 34, Kumer Chowk, Belagavi, Karnataka",Severe,Stranger,,False
3676,3675,Ishani Mohanty,61,F,0,Farmer,"106
Bhatti Path, Uttara Kannada, Karnataka",Minor,Known,,False
3677,1947,Advaith Menon,46,M,0,Government Employee,"H.No. 104
Iyengar Zila, Bagalkot, Karnataka",None,Known,,False
3678,1947,Kamya Nayar,27,F,0,Government Employee,"H.No. 79
Deol Road, Bagalkot, Karnataka",None,Known,,False
3679,1947,Vrishti Din,35,F,0,Government Employee,"39/567, Chada Street, Bagalkot, Karnataka",None,Known,,False
3680,2135,Maya Dugal,42,F,0,Private Employee,"18
Taneja, Mysuru, Karnataka",None,Known,VP00009,True
3681,2135,Xalak Sampath,23,F,0,Homemaker,"75/138
Shetty Chowk, Vijayapura, Karnataka",None,Stranger,,False
3682,4591,Devansh Kala,69,M,0,Retired,"93/97, Barman Street, Belagavi, Karnataka",None,Stranger,,False
3683,3648,Zehaan Soni,55,M,0,Government Employee,"H.No. 451, Krishnan, Chikballapur, Karnataka",None,Stranger,,False
3684,3648,Panini Thaker,25,F,0,Self-Employed,"17/34
Yohannan Zila, Chikballapur, Karnataka",None,Stranger,,False
3685,3554,Zaid Rau,50,M,0,Government Employee,"03/157
Uppal Path, Ballari, Karnataka",None,Stranger,,False
3686,1202,Inaya Cherian,34,F,0,Private Employee,"620
Mallick Path, Mandya, Karnataka",Fatal,Known,,False
3687,2890,Girish Keer,35,M,0,Government Employee,"19, Krishnamurthy Path, Tumakuru, Karnataka",Minor,Known,,False
3688,3015,Samesh Kari,55,M,0,Domestic Worker,"70
Bhagat Street, Vijayanagara, Karnataka",None,Known,,False
3689,1549,Baljiwan Pant,61,M,0,Homemaker,"84, Bhakta Street, Udupi, Karnataka",None,Stranger,,False
3690,663,Rachita Pall,11,F,0,Student,"544
Sengupta Nagar, Bidar, Karnataka",Moderate,Stranger,,False
3691,1954,Vasatika Sidhu,13,F,0,Student,"21/007, Andra Street, Gadag, Karnataka",Fatal,Known,,False
3692,680,Advay Mukherjee,48,M,0,Business Owner,"H.No. 124
Cherian Marg, Chamarajanagar, Karnataka",None,Stranger,,False
3693,2941,Rajeshri Swamy,11,F,0,Student,"H.No. 10, Sane Road, Bengaluru Urban, Karnataka",None,Known,,False
3694,3112,Warhi Bumb,75,F,0,Homemaker,"H.No. 42
Date Marg, Chikkamagaluru, Karnataka",Minor,Known,,False
3695,465,Mason Tank,32,M,0,Auto Driver,"49/867, Contractor Zila, Uttara Kannada, Karnataka",Minor,Stranger,,False
3696,465,Dhriti Thakkar,29,F,0,Retired,"03
Dugar Ganj, Uttara Kannada, Karnataka",Moderate,Known,,False
3697,751,Vedika Batta,31,F,0,Unemployed,"43/073
Morar Street, Chitradurga, Karnataka",None,Stranger,,False
3698,283,Siddharth Wagle,26,M,0,Business Owner,"49/030
Kari Road, Kalaburagi, Karnataka",Fatal,Stranger,,False
3699,4133,Vincent Sathe,19,M,0,Government Employee,"H.No. 69, Mander Street, Bagalkot, Karnataka",Severe,Known,,False
3700,1019,Alka Mandal,29,F,0,Business Owner,"H.No. 301, Sandhu Circle, Belagavi, Karnataka",None,Stranger,,False
3701,3278,Krisha Deshpande,65,F,0,Retired,"H.No. 456, Chatterjee Path, Uttara Kannada, Karnataka",None,Stranger,,False
3702,3278,Fiyaz Sheth,48,M,0,Self-Employed,"17/00
Madan Ganj, Uttara Kannada, Karnataka",None,Known,,False
3703,2106,Victor Madan,85,M,0,Retired,"25/674, Narayanan Nagar, Chitradurga, Karnataka",Minor,Known,,False
3704,4032,Sachi Devi,50,F,0,Business Owner,"H.No. 231
Nayar Zila, Kodagu, Karnataka",None,Stranger,,False
3705,3492,Chatura Bhavsar,15,M,0,Student,"02/06, Suresh Nagar, Chikkamagaluru, Karnataka",Severe,Known,,False
3706,3492,Jatin Ratti,35,M,0,Business Owner,"H.No. 052, Borra Street, Chikkamagaluru, Karnataka",Minor,Known,,False
3707,3492,Kevin Gade,28,M,0,Self-Employed,"35
Lanka Ganj, Chikkamagaluru, Karnataka",Severe,Stranger,,False
3708,3234,Nisha Samra,48,F,0,Homemaker,"H.No. 615, Mukhopadhyay, Tumakuru, Karnataka",None,Stranger,,False
3709,3234,Ekta Sachdev,23,F,0,Homemaker,"45/53, Nadig Chowk, Kodagu, Karnataka",None,Stranger,,False
3710,16,Suhani Wagle,72,F,0,Homemaker,"95/081, Mukhopadhyay Road, Bengaluru Rural, Karnataka",Moderate,Known,,False
3711,1356,Gavin Handa,49,M,0,Unemployed,"585, Karpe, Shivamogga, Karnataka",Minor,Stranger,,False
3712,1141,Ayaan Jhaveri,35,M,0,Self-Employed,"28/805
Tandon Nagar, Mysuru, Karnataka",None,Stranger,,False
3713,1141,Arin Tank,47,M,0,Government Employee,"73/54, Deep Road, Mysuru, Karnataka",None,Stranger,,False
3714,1141,Lopa Kanda,37,F,0,Student,"477
Subramanian Chowk, Kolar, Karnataka",None,Known,VP00023,True
3715,1974,Luke Mahal,36,M,0,Farmer,"H.No. 93
Mohan Nagar, Chikkamagaluru, Karnataka",Minor,Stranger,,False
3716,1974,Megha Bera,41,F,0,Unemployed,"06, Wali, Chikkamagaluru, Karnataka",Moderate,Stranger,,False
3717,1974,Robert Mishra,45,M,0,Retired,"755
Taneja Ganj, Chikkamagaluru, Karnataka",Severe,Known,,False
3718,2468,Jhalak Pandey,29,F,0,Farmer,"60/912
Bains Zila, Vijayanagara, Karnataka",Moderate,Stranger,,False
3719,2468,Advik Sidhu,30,M,0,Shopkeeper,"H.No. 45, Saran Ganj, Vijayanagara, Karnataka",Moderate,Stranger,,False
3720,2468,Charita Saraf,34,F,0,Domestic Worker,"93/24, Balasubramanian Chowk, Vijayanagara, Karnataka",Severe,Stranger,,False
3721,3950,Ekbal Ranganathan,24,M,0,Self-Employed,"H.No. 17, Jaggi Road, Dakshina Kannada, Karnataka",Minor,Stranger,,False
3722,3950,Ronith Bhandari,17,M,0,Student,"503, Mishra, Dakshina Kannada, Karnataka",Severe,Stranger,,False
3723,945,Yashoda Wali,18,F,0,Farmer,"H.No. 27
Parmar Circle, Kalaburagi, Karnataka",Moderate,Known,,False
3724,4344,Keya Sane,59,F,0,Farmer,"94, Sachdeva, Dharwad, Karnataka",Moderate,Stranger,,False
3725,4610,Pahal Mohan,28,F,0,Shopkeeper,"95/781
Sen Street, Chitradurga, Karnataka",Moderate,Stranger,,False
3726,4756,Darika Tailor,36,F,0,Business Owner,"27/183
Dhillon Street, Kodagu, Karnataka",Moderate,Stranger,,False
3727,4756,Advik Edwin,45,M,0,Daily Wage Labourer,"36/27, Chaudry Marg, Kodagu, Karnataka",Moderate,Known,,False
3728,3215,Tara Madan,78,F,0,Homemaker,"40/465, Chaudhary Path, Yadgir, Karnataka",Moderate,Known,,False
3729,1233,Gautami Purohit,21,F,0,Self-Employed,"11/05, Deshpande Nagar, Ramanagara, Karnataka",Moderate,Stranger,,False
3730,976,Faris Barad,61,M,0,Homemaker,"45/952
Deshmukh Circle, Vijayanagara, Karnataka",Moderate,Stranger,,False
3731,2656,Ucchal Swaminathan,42,F,0,Farmer,"H.No. 23
Kade, Ballari, Karnataka",None,Stranger,,False
3732,3597,Libni Kalla,73,F,0,Retired,"73/278, Sahota Ganj, Haveri, Karnataka",Minor,Known,,False
3733,2587,Chaaya Padmanabhan,7,F,0,Student,"H.No. 026, Suri Nagar, Ballari, Karnataka",Minor,Stranger,,False
3734,2587,Gayathri Bir,7,F,0,Student,"486
Raja, Ballari, Karnataka",None,Known,,False
3735,2587,Hritik Taneja,3,M,0,Student,"H.No. 57, Choudhury Ganj, Ballari, Karnataka",Minor,Known,,False
3736,1589,Pranav Golla,88,M,0,Farmer,"98/31, Setty Circle, Ballari, Karnataka",None,Stranger,,False
3737,3903,Amruta Pathak,5,F,0,Student,"93, Sibal Ganj, Bagalkot, Karnataka",Minor,Known,,False
3738,1554,Jhalak Cheema,34,F,1,Daily Wage Labourer,"73/41, Varughese Road, Uttara Kannada, Karnataka",Severe,Stranger,,False
3739,2949,Atharv Dutta,39,M,0,Private Employee,"59/082
Badami Marg, Ramanagara, Karnataka",None,Known,,False
3740,1351,Ayushman Sodhi,57,M,0,Retired,"087, Dugar Zila, Haveri, Karnataka",None,Stranger,,False
3741,1206,Liam Palan,7,M,0,Student,"959, Barad Marg, Vijayapura, Karnataka",None,Known,,False
3742,543,Kamya Kadakia,76,F,0,Homemaker,"H.No. 99, Shetty Circle, Belagavi, Karnataka",None,Known,,False
3743,984,Deepa Sharma,44,F,0,Domestic Worker,"90
Ganesh Ganj, Ballari, Karnataka",Severe,Stranger,,False
3744,1710,Advika Vora,29,F,0,Self-Employed,"09, Bhavsar Road, Chikballapur, Karnataka",None,Known,,False
3745,2985,Vivaan Wadhwa,31,M,0,Domestic Worker,"H.No. 02
Dara Road, Bagalkot, Karnataka",Minor,Stranger,VP00035,True
3746,181,Advik Batta,20,M,0,Domestic Worker,"86/75
Sundaram Circle, Raichur, Karnataka",Minor,Stranger,,False
3747,181,Onkar Nigam,28,M,0,Domestic Worker,"59/14, Bassi Path, Haveri, Karnataka",Minor,Stranger,,False
3748,1070,Theodore Goda,65,M,0,Farmer,"69, Ramaswamy Road, Bidar, Karnataka",None,Known,,False
3749,4052,Udant Gokhale,86,M,0,Retired,"H.No. 18
Mani Zila, Chamarajanagar, Karnataka",None,Known,,False
3750,4647,Anusha Morar,30,F,0,Self-Employed,"84/504, Dhingra Marg, Kalaburagi, Karnataka",None,Known,,False
3751,916,Yagnesh Raju,16,M,0,Student,"34/939
Chhabra Road, Shivamogga, Karnataka",Severe,Stranger,,False
3752,916,Ranbir Sen,16,M,0,Student,"H.No. 788
Vaidya Marg, Shivamogga, Karnataka",Minor,Stranger,,False
3753,916,Nakul Sekhon,29,M,0,Student,"11/06
Shankar Marg, Shivamogga, Karnataka",Minor,Stranger,,False
3754,916,Tanish Mann,33,M,0,Student,"79/39, Yogi Chowk, Shivamogga, Karnataka",Severe,Known,,False
3755,3792,Hritik Sha,44,M,1,Retired,"H.No. 124
Kala, Kalaburagi, Karnataka",Minor,Stranger,,False
3756,3792,Tanveer Lata,19,M,0,Private Employee,"98/243
Atwal Chowk, Bengaluru Rural, Karnataka",Minor,Stranger,,False
3757,4550,Urvi Agate,33,F,0,Business Owner,"H.No. 793
Padmanabhan Marg, Davanagere, Karnataka",None,Stranger,,False
3758,2744,Yashoda Sekhon,41,F,0,Homemaker,"92
Dewan Marg, Ramanagara, Karnataka",Severe,Stranger,,False
3759,3280,Januja Dutt,16,F,0,Student,"571
Patla Street, Kalaburagi, Karnataka",Minor,Stranger,,False
3760,883,Wyatt Goyal,29,M,0,Auto Driver,"300, Om Circle, Chikballapur, Karnataka",Fatal,Known,,False
3761,1559,Zehaan Palla,61,M,0,Homemaker,"H.No. 32, Golla Road, Bengaluru Urban, Karnataka",Minor,Stranger,,False
3762,1559,Sara Rai,38,F,0,Government Employee,"H.No. 980, Swaminathan Path, Bengaluru Urban, Karnataka",Minor,Known,,False
3763,3794,Samar Batra,72,M,0,Homemaker,"H.No. 341, Ravi Ganj, Bengaluru Urban, Karnataka",None,Known,,False
3764,4949,Girindra Dass,33,M,0,Retired,"84
Sawhney, Bagalkot, Karnataka",None,Stranger,,False
3765,3460,Akshay Tara,26,M,0,Private Employee,"00, Magar Chowk, Shivamogga, Karnataka",None,Stranger,,False
3766,3460,Lopa Kanda,37,F,0,Student,"H.No. 433
Balay Chowk, Chamarajanagar, Karnataka",None,Known,VP00023,True
3767,3035,Liam Buch,13,M,0,Student,"H.No. 43
Sarma Marg, Dakshina Kannada, Karnataka",Minor,Stranger,,False
3768,3035,Rayaan Khare,69,M,0,Farmer,"21
Sridhar Path, Dakshina Kannada, Karnataka",Fatal,Stranger,,False
3769,3035,Matthew Ahuja,27,M,0,Business Owner,"H.No. 58
Sanghvi Marg, Dakshina Kannada, Karnataka",Severe,Stranger,,False
3770,2806,Falan Mannan,66,M,0,Farmer,"H.No. 14
Suresh Street, Bagalkot, Karnataka",None,Stranger,,False
3771,2806,Jackson Bhatt,65,M,0,Homemaker,"H.No. 988
Ghose Chowk, Bagalkot, Karnataka",None,Stranger,,False
3772,2066,Hemang Kuruvilla,18,M,0,Shopkeeper,"H.No. 223, Viswanathan Ganj, Dakshina Kannada, Karnataka",Severe,Known,,False
3773,2066,Divya Murthy,62,F,0,Farmer,"H.No. 713, Ahuja Street, Dakshina Kannada, Karnataka",Moderate,Stranger,,False
3774,333,Laban Vaidya,21,M,0,Retired,"H.No. 67
Bobal Chowk, Bidar, Karnataka",None,Stranger,,False
3775,4980,Kiaan Choudhry,51,M,0,Daily Wage Labourer,"66/045
Kashyap Marg, Shivamogga, Karnataka",Minor,Stranger,,False
3776,3117,Chandran Ratti,40,M,0,Shopkeeper,"H.No. 76
Sengupta Chowk, Bagalkot, Karnataka",Fatal,Stranger,,False
3777,1523,Quincy Som,46,M,0,Unemployed,"64
Ramesh Chowk, Mysuru, Karnataka",None,Known,,False
3778,4340,Qushi Dass,25,F,0,Auto Driver,"52/96, Narayan Road, Mysuru, Karnataka",None,Stranger,,False
3779,2912,George Bobal,78,M,0,Homemaker,"H.No. 04
Yogi, Chamarajanagar, Karnataka",Minor,Known,,False
3780,431,Ekalinga Thaker,57,M,0,Student,"754
Dhar Road, Bidar, Karnataka",None,Stranger,,False
3781,3085,Aarnav Sankar,46,M,0,Self-Employed,"85/069, Yadav Street, Chikballapur, Karnataka",None,Known,,False
3782,4966,Jack Vora,27,M,0,Private Employee,"40/067
Mody Street, Bidar, Karnataka",None,Known,,False
3783,1204,Tarak Jain,28,M,0,Unemployed,"214, Bhakta Ganj, Dharwad, Karnataka",Severe,Known,,False
3784,1204,Chaitanya Gupta,41,M,0,Shopkeeper,"011, Trivedi Zila, Dharwad, Karnataka",Minor,Stranger,,False
3785,4252,Aishani Rattan,2,F,0,Student,"H.No. 88
Oza Path, Bengaluru Rural, Karnataka",Severe,Known,,False
3786,716,Odika Prabhu,67,F,0,Retired,"45/296, Oza Zila, Tumakuru, Karnataka",None,Known,,False
3787,134,Lakshit Hans,58,M,0,Shopkeeper,"74/57
Kakar Circle, Tumakuru, Karnataka",Minor,Stranger,,False
3788,635,Balhaar Sethi,9,M,0,Student,"87/135, Ranganathan Path, Davanagere, Karnataka",Moderate,Stranger,,False
3789,3069,Tarak Kota,59,M,0,Farmer,"95/86, Bir Road, Vijayapura, Karnataka",Minor,Stranger,,False
3790,2637,Vivaan Bhagat,41,M,0,Homemaker,"82/560
Choudhry Zila, Haveri, Karnataka",None,Stranger,VP00064,True
3791,1280,Eiravati Lalla,28,F,0,Farmer,"47/62
Hayre, Chikkamagaluru, Karnataka",None,Stranger,,False
3792,3489,Meghana Devan,86,F,0,Farmer,"51/79
Halder Chowk, Chikballapur, Karnataka",Moderate,Known,,False
3793,1759,Warda Bava,51,F,0,Self-Employed,"H.No. 271, Bhardwaj, Hassan, Karnataka",Minor,Stranger,,False
3794,332,Eesha Andra,36,F,0,Shopkeeper,"72/12, Pau Zila, Bengaluru Urban, Karnataka",Minor,Stranger,,False
3795,985,Anvi Mahal,41,F,0,Homemaker,"62/446
Dora Street, Chikkamagaluru, Karnataka",None,Known,,False
3796,3197,Champak Raman,63,M,0,Retired,"63
Kala Ganj, Chikkamagaluru, Karnataka",None,Stranger,,False
3797,197,Andrew Vig,33,M,0,Private Employee,"H.No. 32, Dave Marg, Ramanagara, Karnataka",None,Known,,False
3798,4921,Jai Yohannan,10,M,0,Student,"H.No. 03, Talwar Nagar, Uttara Kannada, Karnataka",Fatal,Stranger,,False
3799,4846,Nirja Vyas,8,F,0,Student,"H.No. 420
Mandal Street, Ramanagara, Karnataka",Moderate,Stranger,,False
3800,1920,Ikshita Pal,61,F,0,Retired,"45, Kala Nagar, Bengaluru Urban, Karnataka",Minor,Stranger,,False
3801,4643,George Varma,32,M,0,Self-Employed,"99/70, Lanka Street, Kalaburagi, Karnataka",None,Stranger,,False
3802,2919,Aarnav Mittal,54,M,0,Private Employee,"H.No. 090, Sule Chowk, Hassan, Karnataka",Moderate,Known,,False
3803,2919,Gagan Keer,19,M,0,Daily Wage Labourer,"32/773
Sarin Chowk, Hassan, Karnataka",Severe,Known,,False
3804,3377,Onveer Kurian,69,M,0,Retired,"17
Sawhney Street, Bidar, Karnataka",None,Stranger,,False
3805,3125,Vyanjana Kar,11,F,0,Student,"H.No. 48
Mani Zila, Bidar, Karnataka",Moderate,Known,,False
3806,4836,Chasmum Gole,33,F,0,Farmer,"61
Koshy Path, Mandya, Karnataka",None,Stranger,,False
3807,3876,Eesha Lata,32,F,0,Government Employee,"02, Pal Zila, Uttara Kannada, Karnataka",None,Known,,False
