AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,Occupation,Address,CriminalProfileID,GangID,IsRepeatOffender
5152,980,Timothy Trivedi,42,M,A2,Government Employee,"75
Acharya Path, Kalaburagi, Karnataka",,,False
5153,1812,Naveen Gupta,60,M,A1,Vendor,"60
Ramanathan Ganj, Bengaluru Rural, Karnataka",,,False
5154,2101,Ishita Kalla,33,F,A1,Mechanic,"H.No. 424
Mand Chowk, Bengaluru Urban, Karnataka",,,False
5155,2101,Pranav Chander,68,M,A2,Farmer,"32/956
Bhatt Marg, Bengaluru Urban, Karnataka",,,False
5156,2009,Farhan Lalla,20,M,A1,Security Guard,"48, Borde Path, Uttara Kannada, Karnataka",,,False
5157,889,Faris Sengupta,56,M,A1,Private Employee,"77/306
Lad Zila, Koppal, Karnataka",,,False
5158,889,Alexander Buch,63,M,A2,Farmer,"41/964
Bhasin Nagar, Koppal, Karnataka",,,False
5159,3417,Faras Narang,53,M,A1,Construction Worker,"83/596
Sehgal Street, Raichur, Karnataka",,,False
5160,2965,Warjas Sridhar,31,M,A1,Unskilled Worker,"54
Desai Nagar, Tumakuru, Karnataka",,,False
5161,2845,Manthan Sinha,32,M,A1,Student,"H.No. 51, Seth Ganj, Kalaburagi, Karnataka",,,False
5162,2845,Aarush Datta,26,M,A2,Self-Employed,"56, Golla Path, Kalaburagi, Karnataka",,,False
5163,1963,Riya Srinivas,41,F,A1,Government Employee,"27
Krishnamurthy Path, Tumakuru, Karnataka",,,False
5164,1963,Kai Atwal,59,M,A2,Daily Wage Labourer,"H.No. 98, Koshy, Tumakuru, Karnataka",,,False
5165,1963,Pranit Parmar,57,M,A3,Shopkeeper,"642
Bawa Street, Tumakuru, Karnataka",,,False
5166,1963,Theodore Bandi,21,M,A4,Unemployed,"H.No. 47
Parmar Marg, Tumakuru, Karnataka",,,False
5167,3478,Abdul Bir,38,M,A1,Security Guard,"92
Bhatia Chowk, Bagalkot, Karnataka",,,False
5168,3478,Jagdish Vaidya,22,M,A2,Unskilled Worker,"28/715
Kaul Circle, Bagalkot, Karnataka",,,False
5169,453,Kiaan Kar,57,M,A1,Auto Driver,"997, Nadkarni Ganj, Mandya, Karnataka",,,False
5170,1096,Krishna Goda,59,M,A1,Construction Worker,"H.No. 294
Amble Circle, Bagalkot, Karnataka",,,False
5171,1464,Simon Varma,57,M,A1,Daily Wage Labourer,"98/908
Rattan Chowk, Belagavi, Karnataka",,,False
5172,2179,Joshua Ghosh,43,M,A1,Self-Employed,"477
Choudhury Zila, Dakshina Kannada, Karnataka",,,False
5173,2179,Udant Shan,61,M,A2,Construction Worker,"81, Ray Path, Dakshina Kannada, Karnataka",,,False
5174,1581,Saksham Dugar,47,M,A1,Student,"73/671, Wable Ganj, Mysuru, Karnataka",,,False
5175,2498,Hardik Bhatnagar,38,M,A1,Security Guard,"H.No. 319
Rao Zila, Vijayanagara, Karnataka",,,False
5176,3748,Sarthak Dara,44,M,A1,Construction Worker,"469
Virk Circle, Hassan, Karnataka",,,False
5177,3748,Wriddhish Ramaswamy,51,M,A2,Vendor,"18/224, Golla Chowk, Hassan, Karnataka",,,False
5178,2160,Kabir Tak,58,M,A1,Student,"86/707
Ramanathan Zila, Kalaburagi, Karnataka",,,False
5179,110,Chakradhar Loyal,62,M,A1,Security Guard,"92
Shan Path, Dharwad, Karnataka",,,False
5180,1357,Harini Handa,57,F,A1,Auto Driver,"980
Gulati Nagar, Chamarajanagar, Karnataka",,,False
5181,2975,Bakhshi Kapoor,27,M,A1,Student,"454
Mangal Street, Mysuru, Karnataka",,,False
5182,2586,Chanakya Bhatti,39,M,A1,Private Employee,"H.No. 82
Bhatti Street, Haveri, Karnataka",,,False
5183,2586,Ojas Chad,52,M,A2,Private Employee,"H.No. 907
Saran Nagar, Haveri, Karnataka",,,False
5184,613,Warinder Sane,42,M,A1,Student,"H.No. 316, Munshi Road, Ballari, Karnataka",,,False
5185,613,Guneet Hans,34,M,A2,Government Employee,"H.No. 25
Anand Path, Ballari, Karnataka",,,False
5186,3048,Pranit Konda,57,M,A1,Security Guard,"21/012, Mital Path, Kalaburagi, Karnataka",,,False
5187,3246,Umang Narang,33,M,A1,Security Guard,"H.No. 99, Parmar, Belagavi, Karnataka",,,False
5188,2394,Vrishti Basak,25,F,A1,Auto Driver,"H.No. 705, Walia Marg, Mandya, Karnataka",,,False
5189,2394,Qasim Hayre,32,M,A2,Student,"H.No. 143, Mohan Path, Mandya, Karnataka",,,False
5190,625,Rishi Hans,49,M,A1,Self-Employed,"98
Karpe Circle, Ramanagara, Karnataka",,,False
5191,4526,Zashil Sant,67,M,A1,Vendor,"44, Tripathi Road, Shivamogga, Karnataka",,,False
5192,4526,Alexander Raval,28,M,A2,Self-Employed,"673, Dewan, Shivamogga, Karnataka",,,False
5193,2727,Balendra Varkey,44,M,A1,Student,"04, Menon Street, Bidar, Karnataka",CP00058,,True
5194,2727,Ekaraj Bose,25,M,A2,Security Guard,"24/74, Om Ganj, Bidar, Karnataka",,,False
5195,2727,Tanveer Subramanian,64,M,A3,Vendor,"H.No. 993, Srinivasan Circle, Bidar, Karnataka",,,False
5196,1538,Udant Dutt,16,M,A1,Student,"H.No. 120, Vaidya Ganj, Kalaburagi, Karnataka",CP00153,,True
5197,617,Zayyan Handa,55,M,A1,Self-Employed,"H.No. 505, Palla, Uttara Kannada, Karnataka",,,False
5198,1912,Wishi Sandhu,54,F,A1,Construction Worker,"80, Varghese Marg, Chikballapur, Karnataka",,,False
5199,2864,Jagat Barad,66,M,A1,Contractor,"00/546
Badal Circle, Belagavi, Karnataka",,,False
5200,698,Harish Dani,22,M,A1,Auto Driver,"360
Tak Path, Dharwad, Karnataka",,,False
5201,698,Guneet Grewal,31,M,A2,Vendor,"11/549, De Path, Dharwad, Karnataka",,,False
5202,3720,Warjas Chokshi,27,M,A1,Contractor,"09/13
Master Marg, Chikkamagaluru, Karnataka",,,False
5203,634,Yash Saha,53,M,A1,Delivery Agent,"92/059
Jani Road, Udupi, Karnataka",,,False
5204,634,Advik Bala,28,M,A2,Construction Worker,"80, Butala Zila, Udupi, Karnataka",,,False
5205,3897,Janaki Saha,20,F,A1,Private Employee,"64/39, Patla Road, Haveri, Karnataka",,,False
5206,3897,Kiaan Tailor,28,M,A2,Mechanic,"009, Bandi Marg, Haveri, Karnataka",,,False
5207,4855,Quincy Hegde,28,M,A1,Farmer,"053
Padmanabhan Street, Chikballapur, Karnataka",,,False
5208,1572,Gabriel Morar,32,M,A1,Security Guard,"H.No. 97, Lanka Nagar, Tumakuru, Karnataka",,,False
5209,1572,Manya Narayanan,66,F,A2,Delivery Agent,"H.No. 16
Kade, Tumakuru, Karnataka",,,False
5210,3773,Lohit Balay,22,M,A1,Unskilled Worker,"74/119
Pingle Ganj, Chikkamagaluru, Karnataka",,,False
5211,1354,Chandran Agarwal,61,M,A1,Auto Driver,"91/66, Sastry Chowk, Shivamogga, Karnataka",,,False
5212,1251,Pranit Dubey,31,M,A1,Vendor,"58/68, Lal Nagar, Haveri, Karnataka",,,False
5213,1251,Kalpit Dhawan,28,M,A2,Government Employee,"H.No. 889, Narain Street, Haveri, Karnataka",,,False
5214,3523,Wyatt Varkey,41,M,A1,Auto Driver,"80/37, Kala Nagar, Dharwad, Karnataka",,,False
5215,2850,Warinder Jhaveri,45,M,A1,Shopkeeper,"058, Rout Circle, Uttara Kannada, Karnataka",,,False
5216,1132,Peter Jha,46,M,A1,Private Employee,"48, Brahmbhatt Chowk, Gadag, Karnataka",,,False
5217,3077,Kabir Bains,63,M,A1,Construction Worker,"14/050
Chaudhuri Zila, Gadag, Karnataka",,,False
5218,3511,Reyansh Borde,47,M,A1,Government Employee,"H.No. 004
Parmar Circle, Haveri, Karnataka",,,False
5219,3511,Chatura Deshmukh,54,M,A2,Farmer,"48/109, Nanda Road, Haveri, Karnataka",,,False
5220,2510,Peter Sampath,41,M,A1,Security Guard,"H.No. 53, Rajan, Chikkamagaluru, Karnataka",CP00063,,True
5221,2510,Neel Patel,32,M,A2,Farmer,"H.No. 441
Sehgal Street, Chikkamagaluru, Karnataka",,,False
5222,4496,Azad Bhardwaj,37,M,A1,Unemployed,"21/529, Chokshi Road, Ramanagara, Karnataka",,,False
5223,4496,Tanveer Choudhary,18,M,A2,Mechanic,"H.No. 483, Krishna Street, Ramanagara, Karnataka",,,False
5224,4496,Samaksh Oza,34,M,A3,Auto Driver,"61/216, Misra Marg, Ramanagara, Karnataka",,,False
5225,1467,Ayushman Agarwal,47,M,A1,Unemployed,"H.No. 233, Das Nagar, Haveri, Karnataka",,,False
5226,196,Utkarsh Raj,24,M,A1,Government Employee,"H.No. 67
Grover Ganj, Tumakuru, Karnataka",,,False
5227,1613,Gopal Rama,44,M,A1,Shopkeeper,"H.No. 434
Ramaswamy Road, Mandya, Karnataka",,,False
5228,1602,Gagan Tiwari,18,M,A1,Government Employee,"74/905, Vala Ganj, Davanagere, Karnataka",,,False
5229,684,Onveer Pillai,63,M,A1,Security Guard,"42/81, Kashyap Marg, Ballari, Karnataka",,,False
5230,684,Faraj Narula,64,M,A2,Construction Worker,"21
Thaker Nagar, Ballari, Karnataka",,,False
5231,3273,George Sibal,26,M,A1,Daily Wage Labourer,"H.No. 059
Palla Zila, Bagalkot, Karnataka",,,False
5232,3273,Brijesh Prakash,53,M,A2,Construction Worker,"H.No. 18
Parikh Road, Bagalkot, Karnataka",,,False
5233,3265,Geetika Samra,65,F,A1,Daily Wage Labourer,"522
Sule Zila, Belagavi, Karnataka",,,False
5234,3265,Eesha Mody,63,F,A2,Delivery Agent,"H.No. 87, Warrior Street, Belagavi, Karnataka",,,False
5235,2995,Faris Bajaj,61,M,A1,Construction Worker,"17/26, Cherian Path, Mandya, Karnataka",,,False
5236,3149,Liam Dugal,15,M,A1,Student,"42/045, Varty Chowk, Davanagere, Karnataka",CP00009,,True
5237,4850,Jason Chhabra,47,M,A1,Unskilled Worker,"H.No. 62
Karan Path, Dakshina Kannada, Karnataka",,,False
5238,4850,Ikbal Bhasin,53,M,A2,Shopkeeper,"H.No. 13, Aurora Nagar, Dakshina Kannada, Karnataka",,,False
5239,252,Daksh Kade,55,M,A1,Unemployed,"H.No. 64, Goyal Road, Mandya, Karnataka",,,False
5240,4761,Lohit Kothari,52,M,A1,Unemployed,"78/055
Devi, Chikballapur, Karnataka",,,False
5241,311,Eesha Barman,52,F,A1,Private Employee,"70, Sane Street, Kalaburagi, Karnataka",CP00108,,True
5242,4613,Michael Shukla,62,M,A1,Delivery Agent,"79/98
Gour Chowk, Uttara Kannada, Karnataka",,,False
5243,998,Saksham Sarin,65,M,A1,Contractor,"H.No. 135
Sem Nagar, Davanagere, Karnataka",,,False
5244,988,Maanav Rai,23,M,A1,Farmer,"763
Roy Ganj, Tumakuru, Karnataka",,,False
5245,3163,Anmol Savant,63,M,A1,Delivery Agent,"H.No. 947, Batta Path, Gadag, Karnataka",,,False
5246,3163,George Dave,47,M,A2,Security Guard,"H.No. 127, Manda Nagar, Gadag, Karnataka",,,False
5247,1537,Devansh Pingle,61,M,A1,Farmer,"238, Modi Zila, Mysuru, Karnataka",,,False
5248,299,Hitesh Choudhury,51,M,A1,Unskilled Worker,"H.No. 669
Mohanty Chowk, Dharwad, Karnataka",,,False
5249,2907,Samuel Sur,60,M,A1,Shopkeeper,"11, Vyas, Vijayapura, Karnataka",,,False
5250,2019,Bahadurjit Choudhary,42,M,A1,Daily Wage Labourer,"H.No. 78, Dave Chowk, Yadgir, Karnataka",,,False
5251,2019,Ayushman Hegde,50,M,A2,Construction Worker,"H.No. 558
Anne Marg, Yadgir, Karnataka",,,False
5252,1729,Sai Mitra,50,M,A1,Student,"624, Upadhyay Path, Vijayapura, Karnataka",,,False
5253,3138,Raghav Jhaveri,25,M,A1,Student,"H.No. 478
Pal Chowk, Kolar, Karnataka",,,False
5254,1919,Advay Parikh,56,M,A1,Private Employee,"11/784
Mallick Road, Chikballapur, Karnataka",,,False
5255,1831,Bhanumati Dugal,68,F,A1,Student,"H.No. 89
Garde Road, Belagavi, Karnataka",,,False
5256,1831,Mitesh Kashyap,61,M,A2,Self-Employed,"36/66
Mangat Nagar, Belagavi, Karnataka",,,False
5257,3924,Rushil Shanker,59,M,A1,Vendor,"H.No. 881, Bir Marg, Mysuru, Karnataka",,,False
5258,3924,Yash Sastry,24,M,A2,Mechanic,"H.No. 77, Sahni Road, Mysuru, Karnataka",,,False
5259,3924,Madhav Prasad,54,M,A3,Unskilled Worker,"33, Varty Zila, Mysuru, Karnataka",,,False
5260,908,Nathan Sagar,18,M,A1,Unemployed,"H.No. 41
Nayak Ganj, Raichur, Karnataka",,,False
5261,4954,Patrick Oza,57,M,A1,Delivery Agent,"70/79
Soni Nagar, Uttara Kannada, Karnataka",,,False
5262,3248,Ayaan More,34,M,A1,Delivery Agent,"H.No. 30
Bobal Nagar, Mandya, Karnataka",,,False
5263,4628,Indira Chawla,28,F,A1,Security Guard,"H.No. 272
Gill Path, Hassan, Karnataka",,,False
5264,4628,Gavin Parikh,58,M,A2,Government Employee,"24
Peri Nagar, Hassan, Karnataka",,,False
5265,4470,Onveer Gaba,54,M,A1,Farmer,"H.No. 774
Pant Circle, Davanagere, Karnataka",,,False
5266,150,Naveen Dugal,39,M,A1,Construction Worker,"H.No. 24
Sarma Ganj, Mysuru, Karnataka",,,False
5267,3369,Faras Tiwari,54,M,A1,Daily Wage Labourer,"022, Maharaj Nagar, Chitradurga, Karnataka",,,False
5268,803,Aadhya Sahota,41,F,A1,Government Employee,"60/72
Oak Marg, Bagalkot, Karnataka",,,False
5269,446,Azaan Chhabra,69,M,A1,Auto Driver,"76/09
Seth Marg, Kalaburagi, Karnataka",,,False
5270,446,Theodore Garde,51,M,A2,Delivery Agent,"H.No. 093
Dalal Street, Kalaburagi, Karnataka",,,False
5271,1313,Robert Hayer,62,M,A1,Construction Worker,"H.No. 506, Barman Path, Ballari, Karnataka",,,False
5272,1160,Rishi Comar,42,M,A1,Farmer,"84/45
Kalla Street, Haveri, Karnataka",,,False
5273,1160,Jeremiah Lalla,61,M,A2,Construction Worker,"H.No. 002, Yogi Nagar, Haveri, Karnataka",,,False
5274,1937,Yatan Raval,52,M,A1,Construction Worker,"H.No. 06, Konda Street, Shivamogga, Karnataka",,,False
5275,1659,Chanakya Patil,50,M,A1,Government Employee,"75/196, Gola Chowk, Tumakuru, Karnataka",,,False
5276,219,Akshay Nazareth,56,M,A1,Government Employee,"H.No. 31
Kakar Road, Dakshina Kannada, Karnataka",,,False
5277,3286,Imaran Devi,69,M,A1,Private Employee,"207
Mangat Nagar, Chikkamagaluru, Karnataka",CP00031,,True
5278,3286,Chaaya Bath,61,F,A2,Vendor,"22
Shukla Street, Chikkamagaluru, Karnataka",,,False
5279,2012,Ojas Toor,63,M,A1,Government Employee,"67/428, Bali Marg, Belagavi, Karnataka",,,False
5280,4693,Xavier Ramanathan,62,M,A1,Daily Wage Labourer,"87/388
Dalal Nagar, Yadgir, Karnataka",,,False
5281,88,Azad Jhaveri,20,M,A1,Student,"52/923, Kapadia Circle, Belagavi, Karnataka",,,False
5282,88,Fitan Divan,38,M,A2,Contractor,"75, Madan Nagar, Belagavi, Karnataka",,,False
5283,88,Victor Yadav,71,M,A3,Unskilled Worker,"06/32
Mallick Road, Belagavi, Karnataka",CP00013,,True
5284,88,Ladli Rout,20,F,A4,Private Employee,"H.No. 12, Cheema Marg, Belagavi, Karnataka",,,False
5285,318,Qadim Nair,37,M,A1,Mechanic,"793
Singh Ganj, Mandya, Karnataka",,,False
5286,919,Dominic Dara,25,M,A1,Shopkeeper,"61/690
Solanki Road, Shivamogga, Karnataka",,,False
5287,919,Balhaar Bedi,54,M,A2,Student,"65/44, Basu Zila, Shivamogga, Karnataka",,,False
5288,4259,Hardik Suri,61,M,A1,Unemployed,"H.No. 296
Bali Chowk, Chikkamagaluru, Karnataka",,,False
5289,3161,Abdul Jha,27,M,A1,Shopkeeper,"23
Grover Chowk, Belagavi, Karnataka",,,False
5290,1657,Rushil Loyal,42,M,A1,Delivery Agent,"04
Parikh Circle, Davanagere, Karnataka",,,False
5291,1657,Brijesh Balay,53,M,A2,Contractor,"H.No. 63
Grewal Street, Davanagere, Karnataka",,,False
5292,1657,Xavier Bobal,18,M,A3,Mechanic,"H.No. 785, Gole Zila, Davanagere, Karnataka",,,False
5293,4600,Frederick Sha,21,M,A1,Private Employee,"16/94, Dhingra Street, Dakshina Kannada, Karnataka",,,False
5294,395,Ekavir Pall,49,M,A1,Self-Employed,"41/87, Sridhar Path, Shivamogga, Karnataka",,,False
5295,3900,Chameli Suri,31,F,A1,Student,"H.No. 72
Kuruvilla Street, Chikkamagaluru, Karnataka",,,False
5296,4511,Jacob Sarin,64,M,A1,Daily Wage Labourer,"H.No. 798
Keer Ganj, Belagavi, Karnataka",,,False
5297,1648,Reyansh Gupta,17,M,A1,Student,"H.No. 833
Vaidya Chowk, Gadag, Karnataka",CP00127,,True
5298,1648,Rohan Chowdhury,42,M,A2,Private Employee,"92/668
Raja Marg, Gadag, Karnataka",,,False
5299,539,Advay Srivastava,61,M,A1,Shopkeeper,"53
Bakshi Nagar, Belagavi, Karnataka",,,False
5300,1706,Girik Dhar,24,M,A1,Unskilled Worker,"H.No. 09
Rege Ganj, Tumakuru, Karnataka",,,False
5301,4301,Meera Singhal,19,F,A1,Auto Driver,"28/03, Sethi Ganj, Shivamogga, Karnataka",,,False
5302,3106,Kevin Dhar,31,M,A1,Mechanic,"747, Tara Street, Chikballapur, Karnataka",,,False
5303,3106,Gagan Dhawan,20,M,A2,Unskilled Worker,"89/495
Dugar Road, Chikballapur, Karnataka",,,False
5304,2279,Fariq Sami,60,M,A1,Auto Driver,"29
Koshy Ganj, Tumakuru, Karnataka",CP00008,,True
5305,3713,Hredhaan Dhaliwal,32,M,A1,Auto Driver,"H.No. 728
Pai Zila, Bengaluru Urban, Karnataka",,,False
5306,964,Sathvik Borra,57,M,A1,Private Employee,"80/98, Bhatia Circle, Bagalkot, Karnataka",,,False
5307,1521,Aditya Johal,44,M,A1,Daily Wage Labourer,"27, Luthra Street, Davanagere, Karnataka",,,False
5308,2516,Nitesh Datta,65,M,A1,Mechanic,"59, Deshpande Road, Belagavi, Karnataka",,,False
5309,2516,Yash Kaul,67,M,A2,Daily Wage Labourer,"72/221, Pall Path, Belagavi, Karnataka",,,False
5310,2516,Elijah Nagarajan,57,M,A3,Government Employee,"H.No. 699, Grewal Ganj, Belagavi, Karnataka",,,False
5311,9,Jonathan Pathak,53,M,A1,Private Employee,"H.No. 651, Agrawal Marg, Belagavi, Karnataka",,,False
5312,1727,Gabriel Minhas,65,M,A1,Unemployed,"H.No. 339
Sandhu Marg, Dakshina Kannada, Karnataka",,,False
5313,1921,Onkar Shetty,63,M,A1,Security Guard,"966
Srinivas Road, Belagavi, Karnataka",,,False
5314,1921,Chakradhar Vala,55,M,A2,Government Employee,"207, Hans Street, Belagavi, Karnataka",,,False
5315,1921,Caleb Yogi,35,M,A3,Self-Employed,"55
Roy Nagar, Belagavi, Karnataka",,,False
5316,1921,Tarak Trivedi,54,M,A4,Security Guard,"H.No. 676
Pant Path, Belagavi, Karnataka",,,False
5317,1787,Sachi Sachar,46,F,A1,Private Employee,"02
Hora Street, Bidar, Karnataka",,,False
5318,1787,Laksh Mohan,34,M,A2,Government Employee,"14/370
Hegde Road, Bidar, Karnataka",,,False
5319,476,Faras Minhas,49,M,A1,Mechanic,"26, Dar Ganj, Dakshina Kannada, Karnataka",,,False
5320,2992,Vivaan Singh,47,M,A1,Daily Wage Labourer,"42/221
Mitra Street, Bengaluru Urban, Karnataka",,,False
5321,23,Chatura Srinivasan,56,M,A1,Unskilled Worker,"19/03, Sawhney Road, Chikkamagaluru, Karnataka",,,False
5322,413,Charles Setty,21,M,A1,Private Employee,"H.No. 029
Zachariah Path, Udupi, Karnataka",,,False
5323,4215,Nihal Aurora,25,M,A1,Unskilled Worker,"271, Misra Nagar, Chamarajanagar, Karnataka",,,False
5324,4215,Hemang Naidu,39,M,A2,Construction Worker,"563, Kar Road, Chamarajanagar, Karnataka",,,False
5325,4215,Thomas Brahmbhatt,22,M,A3,Security Guard,"33, Lal Path, Chamarajanagar, Karnataka",,,False
5326,4215,Brijesh Parmer,42,M,A4,Vendor,"382
Mittal Path, Chamarajanagar, Karnataka",,,False
5327,3674,Xavier Roy,59,M,A1,Vendor,"20/682, Kumar, Vijayanagara, Karnataka",,,False
5328,4115,Ansh Ghose,25,M,A1,Shopkeeper,"H.No. 71
Sahni Circle, Bagalkot, Karnataka",,,False
5329,4115,Brijesh Sane,34,M,A2,Private Employee,"H.No. 49, Hayre, Bagalkot, Karnataka",,,False
5330,4115,Matthew Nagy,41,M,A3,Student,"65/133, Saraf Circle, Bagalkot, Karnataka",,,False
5331,4115,Jasmit Sachdeva,61,F,A4,Mechanic,"46/161
Apte Marg, Bagalkot, Karnataka",,,False
5332,4115,Laban Khosla,43,M,A5,Unemployed,"07, Raja Ganj, Bagalkot, Karnataka",,,False
5333,3594,Balveer Datta,18,M,A1,Vendor,"47/069
Khatri Path, Bengaluru Urban, Karnataka",,,False
5334,3594,Gagan Chokshi,24,M,A2,Contractor,"94/06
Seshadri, Bengaluru Urban, Karnataka",,,False
5335,3594,Nachiket Rastogi,15,M,A3,Student,"67/20, Chakraborty Road, Bengaluru Urban, Karnataka",CP00051,,True
5336,3594,Girik Biswas,60,M,A4,Farmer,"931
Cherian, Bengaluru Urban, Karnataka",CP00083,,True
5337,1345,Tristan Sethi,32,M,A1,Student,"86/474
Dada Nagar, Dakshina Kannada, Karnataka",,,False
5338,3722,Qabil Padmanabhan,42,M,A1,Unskilled Worker,"H.No. 755, Lad Nagar, Tumakuru, Karnataka",,,False
5339,50,Charan Saraf,22,M,A1,Auto Driver,"H.No. 38, Bawa Road, Hassan, Karnataka",,,False
5340,50,Viraj Dass,54,M,A2,Unemployed,"54
Sarraf Path, Hassan, Karnataka",,,False
5341,3882,Ayush Menon,29,M,A1,Unemployed,"H.No. 25, Pandit Nagar, Belagavi, Karnataka",,,False
5342,3882,Guneet Rege,27,M,A2,Contractor,"855, Tripathi Street, Belagavi, Karnataka",,,False
5343,394,Girish D’Alia,58,M,A1,Student,"996, Vala Chowk, Ballari, Karnataka",,,False
5344,3866,Charita Khalsa,61,F,A1,Shopkeeper,"H.No. 35, Patla Circle, Ramanagara, Karnataka",CP00072,,True
5345,1272,Vincent Shukla,47,M,A1,Government Employee,"858
Divan Marg, Mysuru, Karnataka",,,False
5346,1272,Oliver Madan,56,M,A2,Security Guard,"63, Ravel Marg, Mysuru, Karnataka",,,False
5347,1272,Zayan Tank,65,M,A3,Unskilled Worker,"H.No. 716, Kala Path, Mysuru, Karnataka",,,False
5348,3335,Ojas Palan,42,M,A1,Mechanic,"45/06, Verma, Uttara Kannada, Karnataka",,,False
5349,4337,Zayan Dave,25,M,A1,Contractor,"63/09
Shenoy, Gadag, Karnataka",,,False
5350,4168,Yoshita Nath,68,F,A1,Contractor,"41/793
Mistry, Bagalkot, Karnataka",,,False
5351,447,Brijesh Muni,57,M,A1,Student,"H.No. 21, Krishnan Path, Chitradurga, Karnataka",,,False
5352,2537,Amol Ratti,68,M,A1,Unskilled Worker,"24
Patel Street, Raichur, Karnataka",,,False
5353,2537,Kalpit Bali,25,M,A2,Vendor,"H.No. 527
Bahri Chowk, Raichur, Karnataka",,,False
5354,2298,Qarin Krishnamurthy,67,M,A1,Auto Driver,"63
Sethi Nagar, Bengaluru Rural, Karnataka",,,False
5355,3164,Yash Nagi,41,M,A1,Delivery Agent,"09/065, Mandal Zila, Dharwad, Karnataka",,,False
5356,1120,Yagnesh Gara,55,M,A1,Daily Wage Labourer,"H.No. 61, Barman Path, Chikkamagaluru, Karnataka",,,False
5357,3788,Daniel Bhatnagar,43,M,A1,Shopkeeper,"H.No. 829
Dewan Street, Bagalkot, Karnataka",,,False
5358,597,Ekbal Nadkarni,39,M,A1,Unemployed,"39/002, Parekh, Kalaburagi, Karnataka",,,False
5359,3723,Azad Chander,41,M,A1,Student,"47
Bhakta Street, Dakshina Kannada, Karnataka",,,False
5360,123,Reva Nagy,62,F,A1,Contractor,"783, Bala, Vijayapura, Karnataka",,,False
5361,123,Yug Pai,22,M,A2,Mechanic,"45/684
Deshpande Road, Vijayapura, Karnataka",,,False
5362,123,Jack Hayre,45,M,A3,Government Employee,"884, Oommen Marg, Vijayapura, Karnataka",,,False
5363,123,Ansh Johal,70,M,A4,Shopkeeper,"30/82
Chakraborty Road, Vijayapura, Karnataka",,,False
5364,3181,Ansh Dalal,21,M,A1,Unskilled Worker,"H.No. 644
Barman, Raichur, Karnataka",,,False
5365,551,Rajeshri Kibe,52,F,A1,Unemployed,"H.No. 773
Mane Ganj, Gadag, Karnataka",,,False
5366,3926,Ansh Setty,44,M,A1,Mechanic,"21/82, Rajagopal Zila, Davanagere, Karnataka",,,False
5367,4014,Teerth Guha,52,M,A1,Shopkeeper,"186, Verma Chowk, Chamarajanagar, Karnataka",,,False
5368,4014,Brijesh Bala,51,M,A2,Self-Employed,"388, Rastogi Ganj, Chamarajanagar, Karnataka",,,False
5369,4014,Aarini Dey,53,F,A3,Farmer,"95
Parmar Ganj, Chamarajanagar, Karnataka",,,False
5370,739,Mohammed Madan,36,M,A1,Self-Employed,"H.No. 935, Seth Road, Kolar, Karnataka",,,False
5371,92,Rohan Kothari,37,M,A1,Vendor,"402
Thakkar Ganj, Bengaluru Urban, Karnataka",,,False
5372,3041,Ekbal Bhandari,34,M,A1,Self-Employed,"H.No. 759, Lal Zila, Mandya, Karnataka",,,False
5373,1223,Abdul Basu,52,M,A1,Daily Wage Labourer,"39/572, Puri Circle, Mysuru, Karnataka",,,False
5374,1223,Onkar Keer,40,M,A2,Private Employee,"H.No. 673, Kala Ganj, Mysuru, Karnataka",,,False
5375,1223,Tristan Rajagopalan,29,M,A3,Security Guard,"480
Mital Street, Mysuru, Karnataka",,,False
5376,1445,Rohan Verma,55,M,A1,Unskilled Worker,"858, Narula Path, Kolar, Karnataka",,,False
5377,1445,Amara Borah,39,F,A2,Delivery Agent,"15/444, Mukherjee Circle, Kolar, Karnataka",,,False
5378,1445,Ekavir Agrawal,50,M,A3,Mechanic,"H.No. 05
Shukla Zila, Kolar, Karnataka",,,False
5379,2284,Girindra Desai,57,M,A1,Private Employee,"H.No. 775, Bhagat, Dharwad, Karnataka",,,False
5380,2284,Orinder Krishnamurthy,55,M,A2,Construction Worker,"10/32, Mahal Nagar, Dharwad, Karnataka",,,False
5381,4896,Chatura Kothari,53,M,A1,Government Employee,"03/728, Bhakta Zila, Uttara Kannada, Karnataka",CP00066,,True
5382,4896,Utkarsh Gera,22,M,A2,Construction Worker,"55
Dugal Zila, Uttara Kannada, Karnataka",,,False
5383,4896,Hredhaan Sheth,33,M,A3,Unemployed,"07/963, Bajaj Ganj, Uttara Kannada, Karnataka",,,False
5384,780,Fariq Palla,33,M,A1,Security Guard,"66, Walia Marg, Dharwad, Karnataka",,,False
5385,780,Daniel Gala,60,M,A2,Contractor,"H.No. 62
Johal Zila, Dharwad, Karnataka",,,False
5386,3247,Max Patla,63,M,A1,Private Employee,"29/56
Rao Path, Vijayanagara, Karnataka",,,False
5387,3247,Azad Garg,33,M,A2,Daily Wage Labourer,"09/94
Borde Road, Vijayanagara, Karnataka",,,False
5388,3247,Yahvi Patla,69,F,A3,Unskilled Worker,"63, Gill Chowk, Vijayanagara, Karnataka",,,False
5389,1217,Sathvik Master,32,M,A1,Farmer,"64/76
Parmar Marg, Kodagu, Karnataka",,,False
